ID,Description,Entry_ID,Antonym,Encyclopedic_Info,Media_IDs,Near_Synonym,Scientific_Name,Semantic_Domain,Synonym
SN000437,"pull oneself along (on one's belly), crawl",LX000204,,"ärsas is close in meaning to enzas, but whereas the former refers to moving along fast on four legs on the ground, with belly dragging (e.g. a goanna or crocodile), the latter means 'move slowly' - typically crawling, but can also refer to climbing slowly up a ladder",,,,,
SN000438,female personal name,Arso,,,,,,,
SN000439,tree species,LX000205,,,,,Syzygium sp.,Plant,
SN000440,"be on (dual), be wearing",LX000206,,,,,,,
SN000441,meat,asi,,,,,,,parwae_pip
SN000442,"hunger for meat, desire for meat",asi,,,,,,,
SN000443,"put on (oneself), put one's clothes on",as,,,,,,,
SN000444,be confused,LX000207,,,,,,,
SN000445,call out one's own name,LX000208,,,,,,,
SN000446,"jump onto, jump up into",LX000209,,,,,,,
SN000447,fall,LX000210,,,,,,,
SN000448,"wallow, dig oneself in (e.g. pig in mud)",atars,,,,,,,
SN000449,"just, really",LX000211,,,,,,,
SN000450,already (hypothetical),LX000211,,,,,,,
SN000451,"open mouth, beak",LX000212,,,,,,,
SN000452,defecate,LX000213,,,,,,,
SN000453,"sticky stuff leak out, e.g. sago liquids, honey from container",LX000213,,,,,,,
SN000454,"go out, exit",LX000214,,,,,,,
SN000455,hatch,LX000214,,,,,,,
SN000456,turn out,LX000214,,,,,,,
SN000457,"cross paths, cross each other's paths (while heading in opposite directions)",LX000215,,,,,,,
SN000458,"shine, be sunny",LX000216,,,,,,,
SN000459,be erected (building) so that it sticks up above other buildings,LX000217,,,,,,,
SN000460,"get erected, get built",LX000218,,,,,,,
SN000461,oh yes (confirming previous impression),LX000219,,,,,,,
SN000462,"call made when one gets into trouble, 'call sign'",awa,,,,,,,
SN000463,be thinking,awabae_1,,,,,,,LX000431
SN000464,remember to (with infinitive plus allative),awabae_1,,,,,,,
SN000465,"remember, recall, commemorate",awabae_1,,,,,,,
SN000466,imagine,awabae_2,,,,,,,
SN000467,(of woman) masturbate,LX000220,,,,,,,
SN000468,"share among oneselves, distribute among oneselves",awabs,,,,,,,
SN000469,"complain, especially by gossiping behind someone's back",LX000221,,,,,,,
SN000470,swat flies off ones body,LX000222,,,,,,,
SN000471,wait,LX000222,,,,,,,
SN000472,replace spoiled exchange in sister exchange,awaegs,,,,,,,
SN000473,"pass by, pass through",awaengs,,,,,,,
SN000474,pass away,awaengs,,,,,,,
SN000475,"pass, elapse, come, (of time) go by",awaengs,,,,,,,
SN000476,follow each other,awaets,,,,,,,
SN000477,try to go somewhere but ones child wants to follow,awaets,,,,,,,
SN000478,mate,awaets,,,,,,,
SN000479,"someone who is at it all the time, mating all the time",LX000223,,,,,,,
SN000480,(of disease) transmit,awagamns,,,,,,,
SN000481,"be disruptive, be destructive",awagnengs,,,,,,,
SN000482,"load oneself up, pack oneself up",awags,,,,,,,
SN000483,"loaded up, e.g. of someone carrying a full basket",awagsere,,,,,,,
SN000484,"see /look at each other, oneself",awakaes,,,,,,,
SN000485,singing starling,awakoawako,,,,,,,
SN000486,disappear,awalngs_1,,,,,,,
SN000487,"resprout, regrow, new shoots come out from an apparently dead stump",awalngs_2,,,,,,,
SN000488,"strip off, undress",awal,,,,,,,
SN000489,"own, belong to (owner is indexed by the undergoer prefix slot and takes the oblique case or the genitive)",LX000224,,,,,,,
SN000490,"hang, hang self",awama,,,,,,,
SN000491,"smell each other, sniff each other",awambaes,,,,,,,
SN000492,scream,awambe,,,,,,,
SN000493,"detour, way round an obstruction",awamenzas_pap,,,,,,,
SN000494,"place name, in Suki language. The place where 'kake olets pap' the ancestors sank down",LX000225,,,,,,,
SN000495,"slow to come, being there",awanes,,,,,,,
SN000496,cover oneself,LX000226,,,,,,,
SN000497,build a wall around oneself,LX000226,,,,,,,
SN000498,"cut oneself, cut each other",LX000227,,,,,,,
SN000499,deny one's guilt,LX000228,,,,,,,
SN000500,"whisper, speak in a soft voice",awanzas_1,,,,,,,
SN000501,"encourage each other, encourage oneself (e.g. to get a good mind)",awanzas_1,,,,,,,
SN000502,talk together secretly,awanzas_2,,,,,,,
SN000503,"teach each other, teach together",awapaps,,,,,,,
SN000504,"rehearsal ground, e.g. where rehearsals were held for the sakr ceremony",awapaps_pap,,,,,,,LX000234
SN000505,school,awapaps_pap_serpap,,,,,,,skul
SN000506,cover oneself,awapar,,,,,,,
SN000507,cover up one's behaviour with an excuse or alibi,awapar,,,,,,,
SN000508,"sheet, blanket (lit. cloth for covering oneself with)",awaparser_selemi,,,,,,,
SN000509,"be fussy, not like to eat something",awapers,,,,,,,
SN000510,be jealous,awaramzas,,,,,,,
SN000511,jealous words,awaramzas_zi,,,,,,,
SN000512,jealous,LX000229,,,,,,,
SN000513,look at each other,awarars,,,,,,,
SN000514,"own (dual), belong to",LX000230,,,,,,,
SN000515,"be moving around, go around in circles, go around (without specifying what)",awarengs,,,,,,,
SN000516,"go around an obstacle, go off to the side e.g. to avoid a fallen log on a path",awarengs,,,,,,,
SN000517,"detour, side road",awarengsmne_end_got,,,,,,,
SN000518,get tangled up in [locative],awargne,,,,,,,
SN000519,"be with people all the time, circulate among people",awarmanes,,,,,,,
SN000520,move in a group,awarmanes,,,,,,,
SN000521,"companion, associated things or people",LX000231,,,,,,,
SN000522,arms around each other's shoulders,awarmanestae,,,,,,,
SN000523,"encourage each other, forgive each other",awarmdrers,,,,,,,
SN000524,"boast, lift up your name, lift yourself up",awarnzas,,,,,,,
SN000525,delouse each other,awarnzs,,,,,,,
SN000526,have on [of two],LX000232,,,,,,,
SN000527,wait,awasengs,,,,,,,
SN000528,"watch over, stay in a place to watch it",awasengs,,,,,,,
SN000529,get upset,awasermbos,,,,,,,
SN000530,"have on, either worn or carried",LX000233,,,,,,,
SN000531,(of clothing) put on oneself,awas,,,,,,,
SN000532,"imitate, learn",awatambne,,,,,,,
SN000533,rehearse,awatambne,,,,,,,
SN000534,rehearsal ground (e.g. where the practice for the sakr ceremony was held - actually in the back yard of someone's house),LX000234,,,,,,,awapaps_pap
SN000535,keep one's thoughts hidden,LX000235,,,,,,,
SN000536,"give a sign, give a signal",awate,,,,,,,
SN000537,"(corpse) give sign (e.g. expulsion of body fluids) in presence of a person, thereby indicating that that person is guilty of killing him",awate,,,,,,,
SN000538,"be a sign of death within your clan, signalled by the death of a clan totem",awate,,,,,,,
SN000539,exalt oneself,awate,,,,,,,
SN000540,put oneself forward (e.g. as a candidate for political office),awate,,,,,,,
SN000541,pronounce someone guilty,awates_zi,,,,,,,
SN000542,"catbird: three types, spotted catbird, white-eared catbird and black-eared catbird",awawa,,,,,Ailuroedus melanotis,Bird,
SN000543,plant species,LX000236,,The catbird (awawa) has feathers the colour of these leaves on its neck. This tree is not related to the yéngén but the leaves look similar,,,Myristica sp.,Plant,
SN000544,"spotted catbird, lives in forest, its call is similar to that of the tatawako",awawako,,,,,Ailuroedus melanotis,Bird,
SN000545,white-eared catbird,awawako_toge,,,,,,Bird,
SN000546,understand,LX000237,,,,,,,
SN000547,"come, let's go! (exhortation to movement)",awe,,,,,,,
SN000548,male personal name,Awed,,,,,,,
SN000549,southern cassowary,awia,,,691aeb3d82ae4157ca4746d988c0227f,,Casuarius casuarius,,
SN000550,"carry by strap, on one's shoulders",awia_anga,,,,,,,
SN000551,plant species,awia_bokaobokao,,When a dog is bitten by a cassowary it is cured by this.,,,Boreria sp.?,Plant,
SN000552,cassowary that is starting to grow,awia_doro,,,,,,Bird,
SN000553,type of small cassowary,LX000238,,,,,,Bird,
SN000554,hide for shooting cassowary,LX000239,,,,,,,
SN000555,plant species,LX000240,,,,,Polycias sp.,Plant,
SN000556,cap of cassowary,awia_tapa,,,,,,,
SN000557,cassowary cage,awia_tlil,,,,,,,
SN000558,baby cassowary,awia_toge_1,,,,,,Bird,
SN000559,"juvenile cassowary - getting large, but still has stripes",awia_toge_2,,,,,,Bird,
SN000560,"clan name, lit. cassowary totem",Awia_tuwirer,,,,,,,
SN000561,daddy long legs spider,awia-awia,,,,,,Spider,LX000368
SN000562,plant species,LX000241,,,,,Kibara rigidifolia,Plant,
SN000563,dragonfly,awiawia,,,,,,Insect,
SN000564,daddy long legs,awiawia,,,,,,Insect,LX000368
SN000565,place name,Awiawia,,,,,,,
SN000566,emerge from water,LX000242,,,,,,,
SN000567,send,LX000243,,,,,,,
SN000568,"I wonder, word adding a questioning attitude",LX000244,,,,,,,
SN000569,watch out!,ayao,,,,,,,
SN000570,there you are (catch it)!,ayao,,,,,,,
SN000572,"(of eyes, windows) open",azars,,,,,,,
SN000573,make a noise,LX000245,,,,,,,
SN000574,shoot out,LX000246,,,,,,,
SN000575,"pour, pour out, spill",azrs,,,,,,,
SN000576,bite each other,LX000247,,,,,,,
SN000577,get into a tree fork,LX000248,,,,,,,
SN000578,with,ba,,,,,,,
SN000579,have (when used in conjunction with verb 'be'),ba,,,,,,,
SN000580,future marker,LX000249,,,,,,,
SN000581,"Third person pronoun, absolutive, any number. According to context can mean 'he, she, it, they; him; her; it; them'. Disambiguation of number is achieved by verbal agreement.",LX000250,,,,,,,
SN000582,"him too, them too",LX000251,,,,,,,
SN000583,be about to,LX000252,,,,,,,
SN000584,as just pointed to (adds sense of talking about something just pointed out in the here and now),LX000252,,,,,,,
SN000585,"tree species, very tall (20-40 metres)",bab,,Combined with a vine to cure asthma.,,,Flindersia brachycarpa,Plant,
SN000586,"place name of creek near Gubam, more properly known as Bab Yergb",Bab,,,,,,,
SN000587,maternal uncle: mother's brother,baba_1,,,,,,Kinship,
SN000588,side,baba_2,,,,,,,
SN000589,recent past marker - just now,baba_3,,,,,,,
SN000590,almost,baba_3,,,,,,,
SN000591,side,baba_tane,,,,,,,
SN000592,debt incurred by maternal uncle towards their nephews parents for the work involved in raising the child (defn needs checking),baba_trp,,,,,,,
SN000593,"maternal aunt: mother's sister (older or younger). Mother's younger sister can also be called ama toge, and mother's older sister ama kitong",babale,,,,,,Kinship,
SN000594,place name just north of Mär,Babni_pap,,,,,,,
SN000595,singapore taro,baboa,,,,,,,LX001686
SN000596,jabiru; black-necked stork,badro,,,,,Ephippiorhynchus asiaticus,,
SN000597,bull shark,baedam,,,,,,"Shark, ray",
SN000598,male personal name,Baedam,,,,,,,
SN000599,whaler shark,baedambaedam,,,,,,"Shark, ray",
SN000600,bag,baek,,,,,,,
SN000601,write,baes,,,,,,,
SN000602,"pencil, pen, writing implement",LX000253,,,,,,,
SN000603,"personal name (family name?), e.g. Mӓngo Bagal, very old man with no nose interviewed in Mӓr hamlet",Bagal,,,,,,,
SN000604,female personal name,Bago,,,,,,,
SN000605,yellow-faced mynah,bakaros,,,,,,Bird,
SN000606,"burnt place, place that has been burned off",bakbak_1,,,,,,,
SN000607,"small (of a fish), e.g. krg̅i bakbak 'small krg̅i fish'",bakbak_2,,,,,,,
SN000608,tree species,LX000254,,,,,Buchanania sp.,Tree,
SN000609,plant species,LX000255,,Plant burned for incense; used for keeping mosquitoes away.,,,Buchanania mollis,Plant,
SN000610,"muscular, well-muscled",LX000256,,,,,,,
SN000611,male personal name,Bamaga,,"Bearers: (a) Bamaga Or, the son of Or Blba and Doa Teräb (b) Bamaga Kmngo, the son of Kmmngo Or and Tore Kmonde",,,,,
SN000612,blue part of cassowary's neck,bambako,,,,,,Parts of a bird,
SN000613,"young, soft (of leaves)",bambam,tekr,,,,,Parts of a plant,
SN000614,each,bambyamae_1,,,,,,,
SN000615,all kinds of,bambyamae_2,,,,,,,
SN000616,each and every one,bambyamaes,,,,,,,
SN000617,suckle (at breast),LX000257,,,,,,,
SN000618,"chew (sweet coconut, sugarcane)",LX000257,,,,,,,
SN000619,place name,LX000258,,,,,,,
SN000620,"shadow, reflection",banban_1,,,,,,,LX000443
SN000621,"picture, photo",banban_1,,,,,,,
SN000622,"camera, video camera",banban_1,,,,,,,
SN000623,"underneath, under (also metaphorically, e.g. under leadership or control)",banban_2,,,,,,,
SN000624,camera,banban_ronzaser_rokar,,,,,,,
SN000625,"oblique speech, parable, metaphor",banban_zi,,,,,,,rngernge
SN000626,ground,band,,,,,,,
SN000627,land,band,,,,,,,
SN000628,"bundle, bunch",LX000259,,,,,,,
SN000629,landmark,band_bu,,,,,,,
SN000630,boundary,band_bu,,,,,,,
SN000631,"high ground, high place",band_gurgur,,,,,,Ecozone,
SN000632,"world, earth",band_kitong,,,,,,,
SN000633,large centipede,band_kmo,,,,,,Insect,
SN000634,mushroom species,LX000260,,,,,,,
SN000635,"hoe, adze",band_tarser_rokar,,,,,,,
SN000636,plant species,band_zabzab,,,,zabzab,Spathoglotis sp.,Plant,
SN000637,spider,bandibandi,,,,,,,
SN000638,type of eel,bangr,,"Smooth-skinned, lives mainly on Fly River side",,,,Fish,
SN000639,section name,Bangu,,,,,,,
SN000640,"name of old, now-abandoned Äkmär village heading along old path from Mär to Suki lagoon, between Sasnaro and Wasawa",LX000261,,,,,,,
SN000641,clothing,baobao,,,,,,,selemi
SN000642,"loincloth, either men's pubic covering or women's grass skirt",baobao,,,,,,,
SN000643,"charcoal, ashes",LX000262,,,,,,,
SN000644,"goanna type, so far unidentified; can be called more explicitly as bär smasma",LX000263,,,,,,Lizards and goannas,
SN000645,place name in Dimsisi territory,Barag,,,,,,,
SN000646,plant species,baragbarag,,"No known use. First time around, no Nen name was remembered, but the name baragbarag was recalled later.",,LX000264,Neiosperma sp.,Plant,
SN000647,plant species,baragbarag,,,,,Psychotria sp.,Plant,
SN000648,plant species,LX000264,,,,baragbarag,Neiosperma sp.,Plant,
SN000649,tree species,barang,,,,,,,
SN000650,female personal name,Bare,,"Bearers: (a) Bare, wife of Wapara (b) Bare Pid, wife of Qbr",,,,,
SN000651,"name of the last Bidimnd man, from Mepi tribe. Died in Bimadbn in the 1980s. People from this clan lived in Bé, Zeri, Poarkanga and Zaru",LX000265,,,,,,,
SN000652,chop,bars,,,,,,,
SN000653,"sprout (seed), reproduce by germination, from seed, e.g. breadfruit seed, lemon, jackfruit, coconut",bars,,,,,,,
SN000654,bicycle,baskol,,,,,,,
SN000655,"plant species, used as a sign by Sangara people",basol,,,,,,Plant,
SN000656,"bullroarer, made from basol plant, particular to some clans (Sangara?)",basolsge,,,,,,Religion,
SN000657,gravy,basyao,,,,,,,
SN000658,type of dragon lizard. Said by some to make a noise like the bird of the same name; others say it is just the bird which makes this noise,LX000266,,,,,,Lizards and goannas,
SN000659,red-necked crake,LX000267,,In the same family as kiemb qñeqñe,,,Rallicula tricolor,Bird,
SN000660,"just, for sure",LX000268,,,,,,,
SN000661,already,LX000268,,,,,,,
SN000662,(be) OK,LX000268,,,,,,,
SN000663,meet,LX000269,,,,,,,
SN000664,if (as you claim),LX000270,,,,,,,
SN000665,future,LX000270,,,,,,,
SN000666,magpie goose,bawae,,,72e727c6d94610b85605c5230c92b4f6,,Anseranas semipalmata,Bird,
SN000667,"means 'if you miss something, e.g. when shooting an animal'. Need sentence example. This is a curse word, insulting the person who missed because they were not strong.;useless",bawar,,,,,,,
SN000668,ring finger,bawar_pus,,,,,,,
SN000669,tree species,bawarbawar,,,,,Decusocarpus wallaceansis (check),Plant,
SN000670,tree species,bawarbawar,,Good timber wood.,,,Negeia walicianus,Plant,
SN000671,male personal name,Baya,,Bearers (a) (b) 6th born child or Kmgo Blba and Demi Teräb,,,,,
SN000672,"badge, brooch",baz_kp,,,,,,,
SN000673,tree species,bazol,,"used for 'worstest diarrhoea', leaves are chewed and the juice swallowed. Sap used for dressing sores. Also used for making tuba.",,,Alstonia spectabilis,Plant,
SN000674,"place name,north of Mär",Bbar,,,,,,,
SN000675,for you (plural),bbe,,,,,,,
SN000676,your (pl.) mother,bbedma,,,,,,,
SN000677,"on your own, by yourselves",bbegre,,,,,,,
SN000678,"your (pl.), belonging to you (more than one)",bbende,,,,,,,
SN000679,your younger brother or sister (to many),bbenngn,,,,,,,
SN000680,your older brother or sister (to more than one),bbenzne,,,,,,,
SN000681,"yourselves, each other (to several addressees)",bbenzos,,,,,,,
SN000682,your (pl.) father,bberbe,,,,,,,
SN000683,plant species,LX000271,,,,,Mellicope sp.,Plant,
SN000684,small-eyed sleeper,bdr_1,,,,,,Fish,
SN000685,"moisture, wetness",bdr_2,,,,,,,
SN000686,make wet,LX000272,,,,,,,
SN000687,wet,bdrete,srnete,,,,,,
SN000688,cold and clammy,bdretes,,,,,,,
SN000689,to you; base for suffixation of various case suffixes e.g. begta 'for you',be_1,,,,,,,
SN000690,there presentative,be_2,,,,,,,ge_1
SN000691,"name of old hamlet near Zeri, not yet mapped",Be,,,,,,,
SN000692,place name,LX000273,,,,,,,
SN000693,type of vine,LX000274,,,,,,Plant,
SN000694,plant species,beangobeango,,Warmed in fire and applied to muscular pain.,,,Liliacea sp.,Plant,
SN000695,"type of breadfruit, with green fruits",LX000275,,,,,,Tree ; Types of food,
SN000696,brahminy kite,LX000276,,,,,Haliastur indus,Bird,
SN000697,"name of village, literally meaning 'breadfruit stem'",LX000277,,,,,,,
SN000698,breadfruit,LX000278,,,,,Artocarpus atilis,Plant,
SN000699,"male personal name, Yosang's baba",Bebek,,,,,,,
SN000700,"stringybark tree (diff. from psr), used for bark on housing walls",LX000279,,,,,Lindsayomyrtus brachyandros,Plant,
SN000701,"type of stringybark, good for walls",LX000280,,,,,,Building materials ; Parts of a plant,
SN000702,wall (even if made of something other than stringybark),LX000280,,,,,,Parts of a building,
SN000703,studs of wall,LX000281,,,,,,Parts of a building,
SN000704,"'the real name for Zeri island'. Name for island S. of tower, W. bank of Maekusa, traditional Bepi Äkämär land",LX000282,,,,,,,
SN000705,your mother,bedma,,,,,,,
SN000706,type of yam,begere_mingane,,,,,,"Food from roots ; Grass, herb, vine",
SN000707,toy representing yam of the same name,begere_mingane,,,,,,,
SN000708,"yourself alone, by yourself, on your own",begre,,,,,,,
SN000709,cycad species,bekom,,,,,Cycas circinalis,Plant,
SN000710,female eclectus parrot,belol,,,,,Eclectus roratus,Bird,
SN000711,belt,bels,,,,,,,
SN000712,Garden place. There the two brothers Demba and Dara separated.,Bema,,,,,,,
SN000713,mango,LX000283,,"Roots are used for snakebites; the outer part of the root is scraped off, squeezed and drunk.",,,,Plant,
SN000714,"your tampre (see that entry for full definition), your in-law",bempre,,,,,,,
SN000715,"type of plant, used as source of fibre for string",LX000284,,Used for grass skirts,,,Tricospermum pleiostigma,Plant,
